name,gs_email,interest,topic
"Ostrouchov, George",@ornl.gov,scalable statistical computing,
"Ostrouchov, George",@ornl.gov,data science,Data
"Ottaviano, Giuseppe",@di.unipi.it,algorithms,
"Ottaviano, Giuseppe",@di.unipi.it,data structures,
"Otten, Matt",@cornell.edu,computational physics,HPC
"Otten, Matt",@cornell.edu,quantum monte carlo,
"Otten, Matt",@cornell.edu,open quantum systems,
"Otten, Matt",@cornell.edu,high-performance computing,HPC
"Ou, Peizhao",@uci.edu,programming languages,Compilers
"Ou, Peizhao",@uci.edu,software engineering,
"Ou, Peizhao",@uci.edu,concurrent programming,Concurrency
"Ou, Peizhao",@uci.edu,model checking,
"Ou, Peizhao",@uci.edu,program analysis,Compilers
"Ouarnoughi, Hamza",@univ-brest.fr,stockage,
"Ouarnoughi, Hamza",@univ-brest.fr,cloud computing,Cloud
"Ouarnoughi, Hamza",@univ-brest.fr,mémoires flash,Storage
"Ounis, Iadh",@glasgow.ac.uk,information retrieval,DB
"Ounis, Iadh",@glasgow.ac.uk,web search,
"Ounis, Iadh",@glasgow.ac.uk,social media,
"Ousterhout, John",@cs.stanford.edu,operating systems,OS
"Ousterhout, John",@cs.stanford.edu,storage systems,Storage
"Ousterhout, John",@cs.stanford.edu,distributed systems,Concurrency
"Ousterhout, John",@cs.stanford.edu,datacenter computing,Cloud
"Ousterhout, John",@cs.stanford.edu,web applications,
"Ouyang, Kaiming",@ucr.edu,high-performance computing,HPC
"Ouyang, Xi",@hust.edu.cn,machine learning,Data
"Ouyang, Xi",@hust.edu.cn,deep learning,Data
"Ouzzani, Mourad",@qf.org.qa,data quality,
"Ouzzani, Mourad",@qf.org.qa,data integration,DB
"Ouzzani, Mourad",@qf.org.qa,databases,DB
"Owaida, Muhsen",@inf.ethz.ch,reconfigurable computing,
"Owaida, Muhsen",@inf.ethz.ch,high level synthesis,
"Owaida, Muhsen",@inf.ethz.ch,database acceleration,DB
"Owaida, Muhsen",@inf.ethz.ch,fpga in datacentres,
"Owaida, Muhsen",@inf.ethz.ch,cpu-fpga shared memory platforms,GPGPU
"Owens, John D.",@ece.ucdavis.edu,parallel computing,Concurrency
"Owens, John D.",@ece.ucdavis.edu,gpgpu,GPGPU
"Owens, John D.",@ece.ucdavis.edu,gpgpu,GPGPU
"Owens, John D.",@ece.ucdavis.edu,computer architecture,Architecture
"Owens, John D.",@ece.ucdavis.edu,algorithms,
"Oya, Simon",@gts.uvigo.es,anonymous communications,Security
"Oyamada, Masafumi",@cq.jp.nec.com,database systems,DB
"Oyamada, Masafumi",@cq.jp.nec.com,machine learning,Data
"Ozcan, Fatma",@us.ibm.com,data management,DB
"Ozer, Emre",@arm.com,computer architecture,Architecture
"Ozer, Emre",@arm.com,microarchitecture,Architecture
"Ozkaptan, Ceyhun D.",@osu.edu,wireless networks,Network
"Ozkaptan, Ceyhun D.",@osu.edu,vehicular networks,
"Ozkaptan, Ceyhun D.",@osu.edu,wireless communication,Network
"Ozsu, M. Tamer",@uwaterloo.ca,database systems,DB
"Ozsu, M. Tamer",@uwaterloo.ca,distributed systems,Concurrency
"Ozturk, Ozcan",@cs.bilkent.edu.tr,parallel systems,Concurrency
"Ozturk, Ozcan",@cs.bilkent.edu.tr,embedded sysytems,
"Ozturk, Ozcan",@cs.bilkent.edu.tr,computer architecture,Architecture
"Ozturk, Ozcan",@cs.bilkent.edu.tr,cloud computing,Cloud
"P, Sadayappan",@cse.ohio-state.edu,optimizing compilers,Compilers
"P, Sadayappan",@cse.ohio-state.edu,high-performance computing,HPC
"P, Sadayappan",@cse.ohio-state.edu,domain-specific optimization,
"Pace, Francesco",@eurecom.fr,scheduling,OS
"Pacheco, Hugo",@inesctec.pt,formal methods,
"Pacheco, Hugo",@inesctec.pt,bidirectional transformation,
"Pacheco, Hugo",@inesctec.pt,functional programming,Compilers
"Pacheco, Hugo",@inesctec.pt,programming languages,Compilers
"Padhye, Jitendra",@microsoft.com,networking,Network
"Padhye, Jitendra",@microsoft.com,mobile computing,
"Padhye, Jitendra",@microsoft.com,wireless networking,Network
"Padhye, Jitendra",@microsoft.com,data centers,Cloud
"Padmanabha, Shruti",@umich.edu,computer architecture,Architecture
"Padmanabha, Shruti",@umich.edu,heterogeneous processors,Architecture
"Padmanabha, Shruti",@umich.edu,energy efficient processors,Energy
"Padmanabhan, Venkat",@microsoft.com,networking,Network
"Padmanabhan, Venkat",@microsoft.com,mobile computing,
"Padon, Oded",@mail.tau.ac.il,programming languages,Compilers
"Padon, Oded",@mail.tau.ac.il,program verification,
"Padon, Oded",@mail.tau.ac.il,distributed systems,Concurrency
"Padon, Oded",@mail.tau.ac.il,formal methods,
"Padon, Oded",@mail.tau.ac.il,logic,
"Padua, David",@illinois.edu,compilers,Compilers
"Padua, David",@illinois.edu,parallel computing,Concurrency
"Paek, Yunheung",@snu.ac.kr,security,Security
"Paek, Yunheung",@snu.ac.kr,compilers,Compilers
"Paek, Yunheung",@snu.ac.kr,computer architecture,Architecture
"Paffenroth, Randy",@wpi.edu,large scale machine learning,Data
"Paffenroth, Randy",@wpi.edu,cyber analytics,Security
"Pagh, Rasmus",@itu.dk,randomized algorithms,
"Pagh, Rasmus",@itu.dk,data structures,
"Pagh, Rasmus",@itu.dk,databases,DB
"Pagh, Rasmus",@itu.dk,knowledge discovery,
"Pagh, Rasmus",@itu.dk,similarity search,
"Pahl, Claus",@unibz.it,software engineering,
"Pahl, Claus",@unibz.it,software architecture and modelling,
"Pahl, Claus",@unibz.it,service-oriented architecture,Architecture
"Pahl, Claus",@unibz.it,cloud computing,Cloud
"Pahl, Claus",@unibz.it,learning technology,
"Pai, Sreepathi",@cs.rochester.edu,heterogeneous computer systems,GPGPU
"Pai, Sreepathi",@cs.rochester.edu,computer architecture,Architecture
"Pai, Sreepathi",@cs.rochester.edu,programming systems,Compilers
"Pai, Sreepathi",@cs.rochester.edu,compilers,Compilers
"Paik, Jiaul",@umd.edu,information retrieval,DB
"Paik, Jiaul",@umd.edu,web search,
"Paik, Jiaul",@umd.edu,massive data,Data
"Paik, Jiaul",@umd.edu,nlp,
"Paik, Jiaul",@umd.edu,data science,Data
"Pakin, Scott D.",@lanl.gov,computer science,
"Pakin, Scott D.",@lanl.gov,high-performance computing,HPC
"Pakin, Scott D.",@lanl.gov,messaging layers,Network
"Pakin, Scott D.",@lanl.gov,performance analysis,Benchmark
"Palacios, Joan",@imdea.org,mmwave,
"Palacios, Joan",@imdea.org,wireless network algorithms,Network
"Palacios, Joan",@imdea.org,beam-forming,
"Palacios, Joan",@imdea.org,channel estimation,Network
"Palacios, Joan",@imdea.org,mobility models estimation and prediction,
"Palanisamy, Balaji",@pitt.edu,distributed systems,Concurrency
"Palanisamy, Balaji",@pitt.edu,cloud computing,Cloud
"Palanisamy, Balaji",@pitt.edu,data and location privacy,Security
"Palchaudhuri, Ayan",@ece.iitkgp.ernet.in,vlsi architectures,Architecture
"Palchaudhuri, Ayan",@ece.iitkgp.ernet.in,computer arithmetic,Architecture
"Palesi, Maurizio",@dieei.unict.it,embedded systems,
"Palesi, Maurizio",@dieei.unict.it,network-on-chip,Architecture
"Palesi, Maurizio",@dieei.unict.it,network-on-chip,Architecture
"Palix, Nicolas",@imag.fr,operating systems,OS
"Palix, Nicolas",@imag.fr,programming languages,Compilers
"Palix, Nicolas",@imag.fr,middleware,OS
"Palkar, Shoumik",@stanford.edu,computer systems,
"Pallickara, Sangmi",@cs.colostate.edu,big data,Data
"Pallickara, Sangmi",@cs.colostate.edu,scientific data management,Data
"Pallickara, Sangmi",@cs.colostate.edu,data storage,Storage
"Pallickara, Sangmi",@cs.colostate.edu,analytics,Data
"Pallickara, Sangmi",@cs.colostate.edu,visualization,
"Pallipuram, Vivek",@pacific.edu,high-performance computing,HPC
"Pallipuram, Vivek",@pacific.edu,parallel and distributed systems,Concurrency
"Pallipuram, Vivek",@pacific.edu,statistical modeling,
"Pallis, George",@cs.ucy.ac.cy,content delivery networks,Network
"Pallis, George",@cs.ucy.ac.cy,cloud computing,Cloud
"Pallis, George",@cs.ucy.ac.cy,web data management,Data
"Palsberg, Jens",@ucla.edu,compilers,Compilers
"Palsberg, Jens",@ucla.edu,embedded systems,
"Palsberg, Jens",@ucla.edu,programming languages,Compilers
"Palsberg, Jens",@ucla.edu,software engineering,
"Palsberg, Jens",@ucla.edu,information security,Security
"Pan, Rong2",@sysu.edu.cn,data mining,Data
"Pan, Rong2",@sysu.edu.cn,artificial intelligence,
"Pan, Rong2",@sysu.edu.cn,collaborative filtering,Data
"Pan, Xiang",@cse.ohio-state.edu,computer architecture,Architecture
"Pan, Xiang",@cse.ohio-state.edu,operating systems,OS
"Pan, Xiang",@cse.ohio-state.edu,security,Security
"Pan, Xiaorui",@indiana.edu,system security,Security
"Pan, Xiaorui",@indiana.edu,program analysis,Compilers
"Pan, Xiaorui",@indiana.edu,machine learning,Data
"Pan, Yingwei",@mail.ustc.edu.cn,multimedia search,
"Pan, Yingwei",@mail.ustc.edu.cn,video analytics,
"Pan, Yingwei",@mail.ustc.edu.cn,computer vision,
"Pan, Yuechao",@ucdavis.edu,gpu computing,GPGPU
"Pan, Yuechao",@ucdavis.edu,graph processing,HPC
"Panda, Aurojit",@cs.nyu.edu,distributed systems,Concurrency
"Panda, Aurojit",@cs.nyu.edu,networking,Network
"Panda, Aurojit",@cs.nyu.edu,cluster computing,Concurrency
"Panda, Preeti",@cse.iitd.ac.in,embedded systems,
"Panda, Preeti",@cse.iitd.ac.in,electronic design automation,
"Panda, Preeti",@cse.iitd.ac.in,system level design,
"Panda, Preeti",@cse.iitd.ac.in,low power design,Energy
"Pande, Partha",@eecs.wsu.edu,network-on-chip,Architecture
"Pande, Partha",@eecs.wsu.edu,sustainable computing,Energy
"Pande, Partha",@eecs.wsu.edu,multi-core,Concurrency
"Pande, Partha",@eecs.wsu.edu,hardware accelerators,GPGPU
"Pandey, Gaurav",@iisc.ac.in,deep learning,Data
"Pandey, Gaurav",@iisc.ac.in,probabilistic graphical models,
"Pandey, Prashant",@cs.stonybrook.edu,data structures,
"Pandey, Prashant",@cs.stonybrook.edu,big data computing,Data
"Pandey, Prashant",@cs.stonybrook.edu,file systems,Storage
"Pandey, Prashant",@cs.stonybrook.edu,security,Security
"Pandey, Rakesh",@iitg.ernet.in,chip multiprocessor,Architecture
"Pandey, Rakesh",@iitg.ernet.in,dram,Architecture
"Pandey, Rakesh",@iitg.ernet.in,main memory,Architecture
"Pandey, Rakesh",@iitg.ernet.in,network-on-chip,Architecture
"Pandey, Rakesh",@iitg.ernet.in,application mapping,
"Pandey, Vineet",@eng.ucsd.edu,online education tools,
"Pandey, Vineet",@eng.ucsd.edu,computer systems,
"Pandey, Vineet",@eng.ucsd.edu,design,
"Pandis, Ippokratis",@amazon.com,database systems,DB
"Pandurangan, Gopal",@cs.uh.edu,algorithms,
"Pandurangan, Gopal",@cs.uh.edu,networking,Network
"Pandurangan, Gopal",@cs.uh.edu,distributed systems,Concurrency
"Pandurangan, Gopal",@cs.uh.edu,large-scale data,Data
"Pandurangan, Gopal",@cs.uh.edu,computational biology,HPC
"Pang, Bo",@google.com,natural language processing,Data
"Pang, Jun",@uni.lu,formal methods,
"Pang, Jun",@uni.lu,security and privacy,Security
"Pang, Jun",@uni.lu,data mining,Data
"Pang, Jun",@uni.lu,computational systems biology,HPC
"Pang, Jun",@uni.lu,complex networks,Network
"Panigrahy, Rina",@google.com,algorithms,
"Pannuto, Pat",@umich.edu,embedded systems,
"Pannuto, Pat",@umich.edu,wireless communication,Network
"Pannuto, Pat",@umich.edu,low power,Energy
"Pansiot, Jean-Jacques",@unistra.fr,computer networks,Network
"Pansiot, Jean-Jacques",@unistra.fr,routing,Network
"Pansiot, Jean-Jacques",@unistra.fr,multicasting,Network
"Pansiot, Jean-Jacques",@unistra.fr,network cartography,
"Panta, Rajesh",@research.att.com,wireless networks,Network
"Panta, Rajesh",@research.att.com,cloud computing,Cloud
"Panta, Rajesh",@research.att.com,big data,Data
"Panta, Rajesh",@research.att.com,distributed systems,Concurrency
"Panta, Rajesh",@research.att.com,internet of things,
"Panyala, Ajay",@pnnl.gov,high-performance computing,HPC
"Paoletti, Nicola",@stonybrook.edu,verification,
"Paoletti, Nicola",@stonybrook.edu,cyber-physical systems,
"Paoletti, Nicola",@stonybrook.edu,systems biology,
"Paoletti, Nicola",@stonybrook.edu,parameter synthesis,
"Paoletti, Nicola",@stonybrook.edu,medical devices,
"Papacchini, Fabio",@liverpool.ac.uk,obda,
"Papacchini, Fabio",@liverpool.ac.uk,query rewriting,DB
"Papacchini, Fabio",@liverpool.ac.uk,knowledge representation,Data
"Papacchini, Fabio",@liverpool.ac.uk,description logics,
"Papacchini, Fabio",@liverpool.ac.uk,automated reasoning,
"Papadimitratos, Panos",@kth.se,security,Security
"Papadimitratos, Panos",@kth.se,privacy,Security
"Papadimitratos, Panos",@kth.se,networking,Network
"Papadimitratos, Panos",@kth.se,wireless communications,Network
"Papadimitriou, Antonis",@intel.com,distributed systems,Concurrency
"Papadimitriou, Antonis",@intel.com,security and privacy,Security
"Papadimitriou, George",@di.uoa.gr,computer architecture,Architecture
"Papadimitriou, George",@di.uoa.gr,hardware,Architecture
"Papadimitriou, George",@di.uoa.gr,fault tolerance,Security
"Papadimitriou, George",@di.uoa.gr,dependability,Security
"Papadimitriou, George",@di.uoa.gr,silicon validation,Architecture
"Papadopoulos, Alessandro Vittorio",@mdh.se,feedback computing,
"Papadopoulos, Alessandro Vittorio",@mdh.se,real-time systems,OS
"Papadopoulos, Alessandro Vittorio",@mdh.se,self-adaptive systems,
"Papadopoulos, Alessandro Vittorio",@mdh.se,modelling and simulation,Benchmark
"Papadopoulos, Alessandro Vittorio",@mdh.se,model reduction,
"Papadopoulos, Dimitrios",@cse.ust.hk,cryptography,Security
"Papadopoulos, Dimitrios",@cse.ust.hk,network security,Security
"Papadopoulos, Panagiotis",@ics.forth.gr,network security,Security
"Papadopoulos, Panagiotis",@ics.forth.gr,privacy & anonymity,Security
"Papadopoulos, Panagiotis",@ics.forth.gr,distributed systems,Concurrency
"Papadopoulos, Stavros",@csail.mit.edu,security,Security
"Papadopoulos, Stavros",@csail.mit.edu,privacy,Security
"Papadopoulos, Stavros",@csail.mit.edu,big data,Data
"Papaemmanouil, Olga",@cs.brandeis.edu,data management,DB
"Papaemmanouil, Olga",@cs.brandeis.edu,distributed systems,Concurrency
"Papaemmanouil, Olga",@cs.brandeis.edu,cloud computing,Cloud
"Papagiannis, Ioannis",@fb.com,security,Security
"Papagiannis, Ioannis",@fb.com,web security,Security
"Papalexakis, Evangelos E.",@cs.ucr.edu,data science,Data
"Papalexakis, Evangelos E.",@cs.ucr.edu,data mining,Data
"Papalexakis, Evangelos E.",@cs.ucr.edu,tensor decomposition,
"Papalexakis, Evangelos E.",@cs.ucr.edu,social network analysis,
"Papalexakis, Evangelos E.",@cs.ucr.edu,brain data analysis,
"Papamanthou, Charalampos",@umd.edu,security and cryptography,Security
"Paparizos, Stelios",@google.com,data management,DB
"Papatriantafilou, Marina",@chalmers.se,parallel and distributed computing,Concurrency
"Papatriantafilou, Marina",@chalmers.se,data-streaming,
"Papatriantafilou, Marina",@chalmers.se,cyber-physical systems/internet-of-things,
"Papatriantafilou, Marina",@chalmers.se,efficiency,
"Papatriantafilou, Marina",@chalmers.se,robustness/security,Security
"Papka, Michael",@anl.gov,visualization,
"Papka, Michael",@anl.gov,analysis,
"Papka, Michael",@anl.gov,parallel computing,Concurrency
"Papotti, Paolo",@asu.edu,data management,DB
"Parameswaran, Aditya",@cs.stanford.edu,data management,DB
"Parameswaran, Aditya",@cs.stanford.edu,data mining,Data
"Parameswaran, Aditya",@cs.stanford.edu,crowdsourcing,
"Parameswaran, Aditya",@cs.stanford.edu,data integration,DB
"Parameswaran, Aditya",@cs.stanford.edu,data extraction,
"Parashar, Manish",@rutgers.edu,parallel and distributed systems,Concurrency
"Parashar, Manish",@rutgers.edu,computational and data-enabled science and engineering,
"Pardal, Miguel",@tecnico.ulisboa.pt,distributed systems,Concurrency
"Pardal, Miguel",@tecnico.ulisboa.pt,security,Security
"Pardal, Miguel",@tecnico.ulisboa.pt,internet of things,
"Pardal, Miguel",@tecnico.ulisboa.pt,enterprise systems,
"Parihar, Raj",@cadence.com,computer architecture,Architecture
"Parihar, Raj",@cadence.com,helper threading,
"Parihar, Raj",@cadence.com,compilers,Compilers
"Parihar, Raj",@cadence.com,evolvable hardware,Architecture
"Parihar, Raj",@cadence.com,cryptographic hardware,Architecture
"Park, Changhyun",@calab.kaist.ac.kr,computer architecture,Architecture
"Park, Changhyun",@calab.kaist.ac.kr,virtual memory,OS
"Park, Dae Hoon",@yahoo-inc.com,information retrieval,DB
"Park, Dae Hoon",@yahoo-inc.com,text mining,Data
"Park, Dae Hoon",@yahoo-inc.com,machine learning,Data
"Park, Dae Hoon",@yahoo-inc.com,natural language processing,Data
"Park, Haesun",@cc.gatech.edu,numerical algorithms,
"Park, Haesun",@cc.gatech.edu,data analysis,Data
"Park, Haesun",@cc.gatech.edu,visual analytics,Data
"Park, Haesun",@cc.gatech.edu,parallel computing,Concurrency
"Park, Heejin",@purdue.edu,operating systems,OS
"Park, Himchan",,graph theory,
"Park, Himchan",,artificial intelligence,
"Park, Himchan",,distributed systems,Concurrency
"Park, Jason Jong Kyu",@umich.edu,computer architecture,Architecture
"Park, Jason Jong Kyu",@umich.edu,compilers,Compilers
"Park, Jason Jong Kyu",@umich.edu,gpgpu,GPGPU
"Park, Je Hong",@nsr.re.kr,cryptography,Security
"Park, Jongse",@gatech.edu,computer architecture,Architecture
"Park, Jongse",@gatech.edu,machine learning,Data
"Park, Jongse",@gatech.edu,programming languages,Compilers
"Park, Jongse",@gatech.edu,compilers,Compilers
"Park, Jongse",@gatech.edu,alternative computing technologies,Architecture
"Park, Jongsoo",@intel.com,computer architecture,Architecture
"Park, Jongsoo",@intel.com,compilers,Compilers
"Park, Kyoungsoo",@kaist.ac.kr,distributed systems,Concurrency
"Park, Kyoungsoo",@kaist.ac.kr,networking,Network
"Park, Kyoungsoo",@kaist.ac.kr,operating systems,OS
"Park, Laurence",@scem.uws.edu.au,machine learning,Data
"Park, Laurence",@scem.uws.edu.au,data mining,Data
"Park, Laurence",@scem.uws.edu.au,information retrieval,DB
"Park, Nohhyun",@umn.edu,storage systems,Storage
"Park, Nohhyun",@umn.edu,virtualization,VM
"Park, Nohhyun",@umn.edu,operating systems,OS
"Park, Nohhyun",@umn.edu,computer architecture,Architecture
"Park, Seung-Jong",@cct.lsu.edu,computer network,Network
"Park, Seung-Jong",@cct.lsu.edu,high speed networks,Network
"Park, Seung-Jong",@cct.lsu.edu,mobile computing,
"Park, Seung-Jong",@cct.lsu.edu,cloud computing,Cloud
"Park, Seung-Jong",@cct.lsu.edu,computational biology,HPC
"Park, Yongjoo",@umich.edu,database,DB
"Park, Yongjoo",@umich.edu,machine learning,Data
"Park, Yongjun",@hongik.ac.kr,computer architecture,Architecture
"Park, Yongjun",@hongik.ac.kr,compilers,Compilers
"Parker, David",@cs.bham.ac.uk,automated verification,
"Parker, David",@cs.bham.ac.uk,probabilistic model checking,
"Parkinson, Matthew",@microsoft.com,programming languages,Compilers
"Parkinson, Matthew",@microsoft.com,verification,
"Parkinson, Matthew",@microsoft.com,semantics,
"Parnell, Thomas",@zurich.ibm.com,signal processing,
"Parnell, Thomas",@zurich.ibm.com,information theory,Network
"Parnell, Thomas",@zurich.ibm.com,machine learning,Data
"Parno, Bryan",@cmu.edu,security,Security
"Parno, Bryan",@cmu.edu,privacy,Security
"Parno, Bryan",@cmu.edu,computer systems,
"Parno, Bryan",@cmu.edu,cryptography,Security
"Parno, Bryan",@cmu.edu,verification,
"Parrein, Benoît",@polytech.univ-nantes.fr,computer networks,Network
"Parrein, Benoît",@polytech.univ-nantes.fr,distributed storage systems,Storage
"Parrein, Benoît",@polytech.univ-nantes.fr,internet of things,
"Parter, Merav",,computer science,
"Parthasarathy, Srinivasan",@cse.ohio-state.edu,data mining,Data
"Parthasarathy, Srinivasan",@cse.ohio-state.edu,high-performance computing,HPC
"Parthasarathy, Srinivasan",@cse.ohio-state.edu,social network analysis,
"Parthasarathy, Srinivasan",@cse.ohio-state.edu,database systems,DB
"Parthasarathy, Srinivasan",@cse.ohio-state.edu,graph mining,
"Pascucci, Valerio",,data analysis,Data
"Pascucci, Valerio",,topological methods for image segmentation,
"Pascucci, Valerio",,progressive and multi-resolution techniques for scientific visualizat,
"Pasi, Gabriella",@disco.unimib.it,information retrieval,DB
"Pasi, Gabriella",@disco.unimib.it,information filtering,
"Pasi, Gabriella",@disco.unimib.it,fuzzy logic,
"Pasin, Marcelo",@unine.ch,parallel processing,Concurrency
"Pasin, Marcelo",@unine.ch,distributed systems,Concurrency
"Pasquale, Francesco",@mat.uniroma2.it,random structures,
"Pasquale, Francesco",@mat.uniroma2.it,markov chains,
"Pasquale, Francesco",@mat.uniroma2.it,randomized algorithms,
"Pasquale, Francesco",@mat.uniroma2.it,game theory,
"Pasquier, Thomas",@seas.harvard.edu,distributed systems,Concurrency
"Pasquier, Thomas",@seas.harvard.edu,information flow control,
"Pasquier, Thomas",@seas.harvard.edu,compliance,
"Pasquier, Thomas",@seas.harvard.edu,provenance,DB
"Pasquier, Thomas",@seas.harvard.edu,privacy,Security
"Pasricha, Sudeep",@engr.colostate.edu,embedded systems and high performance computing,HPC
"Pasricha, Sudeep",@engr.colostate.edu,vlsi/cad,Architecture
"Pasricha, Sudeep",@engr.colostate.edu,computer architecture,Architecture
"Pasricha, Sudeep",@engr.colostate.edu,design for reliability,
"Pasricha, Sudeep",@engr.colostate.edu,low power,Energy
"Pasricha, Sudeep",@engr.colostate.edu,security,Security
"Pastrana, Sergio",@cam.ac.uk,cybercrime,Security
"Pastrana, Sergio",@cam.ac.uk,security,Security
"Patchett, John",@lanl.gov,computer science,
"Patchett, John",@lanl.gov,visualization,
"Patchett, John",@lanl.gov,supercomputing,HPC
"Patel, Dhaval",@iitr.ac.in,big data,Data
"Patel, Dhaval",@iitr.ac.in,data mining,Data
"Patel, Dhaval",@iitr.ac.in,text mining,Data
"Patel, Dhaval",@iitr.ac.in,database,DB
"Patel, Jignesh M.",@cs.wisc.edu,databases,DB
"Patel, Jignesh M.",@cs.wisc.edu,big data,Data
"Patel, Jignesh M.",@cs.wisc.edu,data management,DB
"Patel, Tirthak",@husky.neu.edu,high-performance computing,HPC
"Patiño, Marta",@fi.upm.es,distributed systems,Concurrency
"Patki, Tapasya",@email.arizona.edu,high-performance computing,HPC
"Patra, Arpita",@iisc.ac.in,cryptography,Security
"Patra, Arpita",@iisc.ac.in,secure computation,Security
"Patras, Paul",@ieee.org,mobile networking,Network
"Patras, Paul",@ieee.org,network analytics,Network
"Patras, Paul",@ieee.org,security,Security
"Patrignani, Maurizio",@dia.uniroma3.it,information visualization,
"Patrignani, Maurizio",@dia.uniroma3.it,graph drawing,
"Patrignani, Maurizio",@dia.uniroma3.it,computer networks,Network
"Patros, Panagiotis",@unb.ca,software engineering,
"Patros, Panagiotis",@unb.ca,cloud and distributed systems,Cloud
"Patros, Panagiotis",@unb.ca,language runtimes,Compilers
"Patros, Panagiotis",@unb.ca,embedded systems,
"Patros, Panagiotis",@unb.ca,operating systems,OS
"Patt, Yale",,computer architecture,Architecture
"Patt, Yale",,microarchitecture,Architecture
"Patt, Yale",,computer science,
"Patt, Yale",,digital logic,
"Patt, Yale",,system software,OS
"Pattabiraman, Karthik",@ece.ubc.ca,fault-tolerance,Security
"Pattabiraman, Karthik",@ece.ubc.ca,fault injection,
"Pattabiraman, Karthik",@ece.ubc.ca,error resilience,
"Pattabiraman, Karthik",@ece.ubc.ca,dependable systems,Security
"Pattabiraman, Karthik",@ece.ubc.ca,web applications,
"Patterson, Daniel",@dbpmail.net,programming languages,Compilers
"Patterson, David",@cs.berkeley.edu,computer systems,
"Patterson, Stacy",@cs.rpi.edu,distributed systems,Concurrency
"Patterson, Stacy",@cs.rpi.edu,cooperative control,
"Pattnaik, Ashutosh",@cse.psu.edu,computer architecture,Architecture
"Pattnaik, Ashutosh",@cse.psu.edu,gpgpu,GPGPU
"Pattnaik, Ashutosh",@cse.psu.edu,heterogeneous architectures,GPGPU
"Patwari, Neal",@ece.utah.edu,signal processing,
"Patwari, Neal",@ece.utah.edu,propagation,Network
"Patwari, Neal",@ece.utah.edu,wireless networking,Network
"Patwari, Neal",@ece.utah.edu,sensor networks,Network
"Patwari, Neal",@ece.utah.edu,localization,
"Patwary, Md Mostofa",@intel.com,high-performance computing,HPC
"Patwary, Md Mostofa",@intel.com,parallel algorithms,Concurrency
"Patwary, Md Mostofa",@intel.com,combinatorial scientific computing,HPC
"Patwary, Md Mostofa",@intel.com,algorithm engineering,
"Patwary, Md Mostofa",@intel.com,big data analytics,Data
"Pau, Giovanni",@cs.ucla.edu,networking,Network
"Pau, Giovanni",@cs.ucla.edu,network systems,Network
"Pau, Giovanni",@cs.ucla.edu,computer science,
"Pau, Giovanni",@cs.ucla.edu,telecommunications,Network
"Paul, Indrani",@amd.com,computer architecture,Architecture
"Paul, Indrani",@amd.com,low power,Energy
"Paul, Indrani",@amd.com,power & thermal management,Energy
"Paul, Indrani",@amd.com,workload characterization,Benchmark
"Paul, Kolin",@cse.iitd.ac.in,embedded systems,
"Paul, Kolin",@cse.iitd.ac.in,reconfigurable computing,
"Paul, Kolin",@cse.iitd.ac.in,custom (multi-)processor design,Architecture
"Paul, Kolin",@cse.iitd.ac.in,qca,
"Paulo, Joao",@di.uminho.pt,distributed systems,Concurrency
"Paulo, Joao",@di.uminho.pt,storage systems,Storage
"Paulo, Joao",@di.uminho.pt,deduplication,
"Paulo, Joao",@di.uminho.pt,virtualization,VM
"Paulo, Joao",@di.uminho.pt,dependability,Security
"Pavlo, Andrew",@cs.cmu.edu,databases,DB
"Pavlo, Andrew",@cs.cmu.edu,database systems,DB
"Pavlo, Andrew",@cs.cmu.edu,data management,DB
"Pavlo, Andrew",@cs.cmu.edu,distributed systems,Concurrency
"Paxson, Vern",@berkeley.edu,networking,Network
"Paxson, Vern",@berkeley.edu,security,Security
"Paxson, Vern",@berkeley.edu,measurement,Benchmark
"Payer, Mathias",@nebelwelt.net,system security,Security
"Payer, Mathias",@nebelwelt.net,runtime systems,OS
"Payer, Mathias",@nebelwelt.net,binary translation,
"Payer, Mathias",@nebelwelt.net,virtualization,VM
"Pearce, Olga",@cs.tamu.edu,parallel computing,Concurrency
"Pearce, Olga",@cs.tamu.edu,high-performance computing,HPC
"Pearce, Olga",@cs.tamu.edu,load balance,OS
"Pearce, Olga",@cs.tamu.edu,tools,Compilers
"Pearce, Paul",@cs.berkeley.edu,security,Security
"Pearce, Paul",@cs.berkeley.edu,malware,Security
"Pearce, Paul",@cs.berkeley.edu,advertising abuse,Security
"Pearce, Paul",@cs.berkeley.edu,measurement,Benchmark
"Pearce, Paul",@cs.berkeley.edu,computer science,
"Pearman, Sarah",@cmu.edu,usable privacy and security,Security
"Pedersen, Rasmus Ulslev",@cbs.dk,new internet: internet of things,
"Pedersen, Rasmus Ulslev",@cbs.dk,cloud computing,Cloud
"Pedersen, Rasmus Ulslev",@cbs.dk,big data,Data
"Pedersen, Rasmus Ulslev",@cbs.dk,micro information systems,
"Pedersen, Rasmus Ulslev",@cbs.dk,information systems,
"Pedone, Fernando",@usi.ch,distributed systems,Concurrency
"Pedone, Fernando",@usi.ch,dependability,Security
"Pedone, Fernando",@usi.ch,distributed data management systems,DB
"Pedram, Ardavan",@stanford.edu,computer architecture,Architecture
"Pedram, Ardavan",@stanford.edu,numerical linear algebra,HPC
"Pedram, Ardavan",@stanford.edu,deep learning,Data
"Pedram, Ardavan",@stanford.edu,high-performance computing,HPC
